agency_name,unique_id,user_code,post_url,post_topic,comment_text,comment_timestamp,sentiment_label,year
DOLE,CMT828,U0828,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Ask q lang po pg ngresign po ba ang isang employee sa agency na humahawak sa kanila at mahigit 10yrs na meron po ba makukuha ung tao sa Agency?,2023-02-12 13:44:00,2023.0,Negative
DOLE,CMT829,U0829,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanong q Po naaksedente aq sa Oras ng work at aksedente Po aq naholog Po aq at nbalian Po aq sa kamay sobrang Isang buwan n aq hind Maka pgwork Wala daw Po b pananagotan Ang company at sss daw Po b my sagot sa ng yari Kaso Ang SSS q ay 2buwan palang naholog Anu Po dapat Gawin sana Po matolongan nyo aq,2023-02-10 15:19:00,2023.0,Positive
DOLE,CMT830,U0830,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Nasa batas po ba 350 a day and nasa city ka po nag wowork and 10hrs duty? With no benefits sss pag ibig philhealth?,2023-03-15 09:42:00,2023.0,Negative
DOLE,CMT831,U0831,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanong ko Po 7 months na po ko sa company na Pina pasokan ko tapos tingal po ako dahil Wala dw project may makukuha Po ba akong separation pay?.,2023-02-12 14:11:00,2023.0,Negative
DOLE,CMT832,U0832,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,no benefits din🥺,2023-05-14 00:01:00,2023.0,Negative
DOLE,CMT833,U0833,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Tanong ko lng po kaylngan po ba kunin lahat ng original rewarmens ko ng hr ko company 
ayaw po kase ibigay hindi lang ako kaylngan mapuntahan to company nato",2023-03-16 07:42:00,2023.0,Negative
DOLE,CMT834,U0834,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Maraming salamat Po DOLE..Sir Richard Castro. Pag asikaso Po na aking final pay,2023-03-10 13:29:00,2023.0,Negative
DOLE,CMT835,U0835,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,nasa batas po ang 350 for 12 hrs? 70 pesos ang traspo from home to work ，no break time stop ang pag kain pag may costumer ee what if dagsa ng costumer hihimatayin na lang po sa gutom ung tao?,2023-04-04 21:29:00,2023.0,Negative
DOLE,CMT836,U0836,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Pwede po ba ireklamo Ang Company if ayaw ka nila payagan mag file ng SPL reason is dinala sa hospital anak mu direct emergency. Gusto po nila is mag file ng SPL 1-2weeks.,2023-03-23 02:27:00,2023.0,Negative
DOLE,CMT837,U0837,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Pwede Po bang mag file ng immediate resignation Ang employee from MATERNITY LEAVE kung talagang walang mag aalaga sa baby. I mean may rights ba Ang HR or SUPERVISOR na ireject nag resignation kung yun Po Ang reason.,2023-01-24 22:11:00,2023.0,Negative
DOLE,CMT838,U0838,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanong lang Po hihingi Po Sana ko Ng paliwanag matagal nko sa company mga 20 years Nako soon Kaso ayaw na nila Kong hired la na daw Ang mga serbisyo na Yun 20 years lalapit Sana ko sa dole,2023-03-03 16:30:00,2023.0,Positive
DOLE,CMT839,U0839,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Hi how do i go about making a complain?,2023-04-25 17:31:00,2023.0,Negative
DOLE,CMT840,U0840,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,ask q lng po pwdi po bah eh hold nila yong ot q kasi nga raw d daw alm ng may ari..pero d nmn kmi mag ot kng d utos ng supervisor,2023-02-17 10:43:00,2023.0,Positive
DOLE,CMT841,U0841,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Hello Po need ko pa pong mag work but na stop Ako as a lady guard now I'm 47 na puwede ba Ako repacker,or sa survey Basta may work Ako hende Ako bagay mag bsness maawain akong tao",2023-02-21 11:28:00,2023.0,Negative
DOLE,CMT842,U0842,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Sir/Mam,pwede po bang magtanggal ng empleyado dahil sa buntis po siya,nag tatrabaho po sa gasolinahan ung manugang ko,mag 6months pa lng po siya sa trabaho,pinapagawan po siya ng waver sa trabaho na wala dw po silang sagutin pag may nangyari saknya,maari po ba un?salamat po",2023-02-22 13:02:00,2023.0,Negative
DOLE,CMT843,U0843,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,May batas po ba para mgreklamo ng isang employer,2023-03-11 16:44:00,2023.0,Negative
DOLE,CMT844,U0844,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Gudmorning po tanung Klang po pwd ho abutin ng 1bwan o lampas po Ang last pay at 13th mnth ng employee na tpos n ng contract at pna extend p ng hlos 1mnth po?pls reply tnxs,2023-02-23 10:21:00,2023.0,Negative
DOLE,CMT845,U0845,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Good evening Po Ako Po Guillermo mindiola Tanong lang Po ok lang ba na ipit ung cash band ko,2023-02-03 19:11:00,2023.0,Negative
DOLE,CMT846,U0846,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"normal lang ba 300 sahod 8hours
 storage man po ako sa cold storage",2023-05-14 00:00:00,2023.0,Negative
DOLE,CMT847,U0847,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Sana po magksroon dn ako pngkabuhayan,2023-03-20 14:11:00,2023.0,Negative
DOLE,CMT848,U0848,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Salamat po,2023-01-26 06:44:00,2023.0,Negative
DOLE,CMT849,U0849,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,1year 2weeks napo ako sa work ko tinangal po ako sa walang reason may makukuha ba ako welder electricial po ako wang bayad haliday,2023-03-16 15:37:00,2023.0,Negative
DOLE,CMT850,U0850,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Pahelp nman po sana kung paano,2023-03-11 16:44:00,2023.0,Negative
DOLE,CMT851,U0851,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanung kuh lng poh 7years nah poh Ako s company pag mag resign poh bah Ako my makukha poh bah Ako,2023-03-17 17:50:00,2023.0,Negative
DOLE,CMT852,U0852,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Good evening po, tanung ko lang po kung tama lang po ung sinabi sakin ng HR manager ko sa pinapasukan ko po, magreresign na po kase next month po,halos 7years din po ako sa trabaho ko. Tas nung sinabi ko pong kukunin ko ung back pay ko, wala na daw po ako makukuha kase sinasahod ko na daw po un. Tama lang po ba yun?",2023-03-23 19:59:00,2023.0,Negative
DOLE,CMT853,U0853,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Paano po ba mgreklamo about sa boss na ngtanggal sa trabaho,2023-03-11 16:43:00,2023.0,Negative
DOLE,CMT854,U0854,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Good day po. Tanong lng po ano po b Ang karapatan NG mga pakyawan s trabaho. Mababa po Ang bayaran s bawat gawang natatapos mananahi po.,2023-05-24 10:15:00,2023.0,Negative
DOLE,CMT855,U0855,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Pnu Po kung c company/agency Po Ang mismong nagtanggal sa Amin sa trabaho? 50% lng ba tLaga Ang maibbgay Saminh sep. Pay? 4yrs. Na kmi sa Company/agency nmin? gNun Po ba talaga? Anyone na my alam Po kung Panu Po kmi ma help about Jan ?,2023-02-08 00:44:00,2023.0,Negative
DOLE,CMT856,U0856,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Good evening po meron po sana ako eririklamo sana po mapansin,2023-05-06 18:59:00,2023.0,Negative
DOLE,CMT857,U0857,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,nakalagay po dyan kasama ang mabalacat pero bakit dipa po kame sumasahod natapos po ang samen JULY 3,2023-07-25 10:46:00,2023.0,Positive
DOLE,CMT858,U0858,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Ang Dami nagtatanong , deadma Sila lahat, Walang sagot Si dole, nag post pa kayo",2023-03-19 13:08:00,2023.0,Positive
DOLE,CMT859,U0859,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,No safety first po sila,2023-01-24 19:08:00,2023.0,Negative
DOLE,CMT860,U0860,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Meron Po pala nagpapasahod mag 3 months napo ako 427 Po minimum wage sana mapansin,2023-03-03 00:28:00,2023.0,Negative
DOLE,CMT861,U0861,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,may hustisya poba yung sahod naun or makatarungan,2023-05-14 00:00:00,2023.0,Negative
DOLE,CMT862,U0862,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,walang paylips,2023-05-26 15:37:00,2023.0,Negative
DOLE,CMT863,U0863,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,mag 2 years nadin ako nagtatrabaho pero 300padin,2023-05-14 00:00:00,2023.0,Negative
DOLE,CMT864,U0864,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tumatanggap po ba kayo ng OJT sa inyong opisina?,2023-02-01 21:16:00,2023.0,Negative
DOLE,CMT865,U0865,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tama po ba sa Isang company walang sick leave at vacation leave kahit regular kna?,2023-04-28 17:47:00,2023.0,Negative
DOLE,CMT866,U0866,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"⁹daming nagtatanung dito sa page na to ,bakit walang sumasagot sa mga tanung nila?",2023-02-24 16:23:00,2023.0,Positive
DOLE,CMT867,U0867,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Paano po yung company na nagbabawas ng benepisyo samantalang wala naman pinasang requirements sa kanila halos 1k ang binabawas buwan buwan,2023-02-10 14:22:00,2023.0,Positive
DOLE,CMT868,U0868,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Anu po pwedi i kaso sa company na hindi nag babayad ng overtime at hangang ngayon po e 537 pa din ang sahod?? 9 oras pa ang work tine,2023-03-20 00:25:00,2023.0,Negative
DOLE,CMT869,U0869,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Bakit po bawal magloan ang mga 1 year contrata kong 7 yrs na wrk isang companya,2023-03-22 16:55:00,2023.0,Negative
DOLE,CMT870,U0870,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,tanong lang po kung san pwedi ireklamo yung contructor na abusado sa mga tauhan na construction worker sana po matulungan,2023-05-25 18:49:00,2023.0,Negative
DOLE,CMT871,U0871,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Wala poba makukuha na backpay yong nag resigned tas 2yrs Ang tinagal sa campany,2023-03-10 13:46:00,2023.0,Positive
DOLE,CMT872,U0872,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Ano nga ba sinasabi ng BATAS sa FLOATING STATUS ?? especially SA BPO INDUSTRY...bawal ba ito??,2023-05-27 22:18:00,2023.0,Positive
DOLE,CMT873,U0873,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,good day po alam po baninyobna hanggang ngayon wala pang sahod ang mga taga psa dan jose del monte bulacan 2 buwan n po baon n po kami sa fivesix sana po maka sahod n kami salamat po sa kinauukolan,2023-05-23 08:39:00,2023.0,Negative
DOLE,CMT874,U0874,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Dami nagtatanong Wala nasagot ni Isa,2023-03-10 02:14:00,2023.0,Negative
DOLE,CMT875,U0875,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Good Morning. Paano po yung process ng pagrereklamo sa hnd tamang pagpapasahod at wala sa minimum wage almost 4months na nag wowork at yung OT hnd binabayaran. At lalo na yung mag regular at special holiday ay walang bayad at hnd double pay. Thankyouu sana mapansin.,2023-04-12 09:32:00,2023.0,Positive
DOLE,CMT876,U0876,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,NSA batas po BA kpag training 337.5 ang sahod n aabot Ng 3months ang training,2023-01-25 09:26:00,2023.0,Negative
DOLE,CMT877,U0877,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Ask ko lang mga boss Yung holiday Po ba bayad 67 april,2023-04-14 17:15:00,2023.0,Negative
DOLE,CMT878,U0878,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanong ko lang po kung pwdng ereclamo mo yung pinapasukan ko walang benifits mag 2yrs nag nag ooparate pero di parin naka req. Sa bir 4mons palang akong nag wowork,2023-04-20 03:22:00,2023.0,Positive
DOLE,CMT879,U0879,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Magtatanong lang po, humihingi po kc aq ng rating performance sa employer q kaso ayaw po aq bigyan. Pwd po b un na hindi aq b8bigyan ng ratging performance?",2023-04-18 10:12:00,2023.0,Negative
DOLE,CMT880,U0880,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Nasa batas po ba na kapag nag voluntary resign ay walang makukuhang separation pay 15&1/2 years.po ako sa company nagresign po ako kc walang bayad ang holiday at overtime.,2023-04-10 13:15:00,2023.0,Negative
DOLE,CMT881,U0881,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,good p'm po ma'am sir ako pala c sg elizalde Fabian pwde poba ako sa inyo dumolog sa problima ko sa walk security agency na hnde pa ibinibigay sakin Ang sahud 2 month kalahati po October pa po yon na sahurin namin Mula ngaun hnde pa nila ako Pina sahud salamat po sa inyo jan sa Dole,2023-04-12 14:41:00,2023.0,Negative
DOLE,CMT882,U0882,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Morning po...pa help po mag re2klamo po ako sa last pay na ayaw po ibigay..2months n po kc,2023-04-24 12:10:00,2023.0,Negative
DOLE,CMT883,U0883,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"gudpm po, ask ko lng po kung mkakakuha po ba dapat ng separation fee ang isang employado kpag nagfile ng formal resignation sa ahensyang pinapasukan nya? tumagal po ako ng 3 years sa agency ko sa manila, slamat po sa mkakasagot",2023-04-21 23:57:00,2023.0,Negative
DOLE,CMT884,U0884,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Maari po bng tanggalin Ng Basta Basta Ang isang regular n empleyado DHL hnd po xa agad nkpagreport dhil s haba Ng forceleave n ginagwa Ng company 6 months forceleave due DW po s lack and raw materials...tinanggal po Ang ank q n wlang separation pay..cnabihan xa n mgresign n lng po at tatanggalin xa Ng company pg mgresign lng xa..wlang separation pay Ng 6yrs regular,2023-03-05 12:43:00,2023.0,Positive
DOLE,CMT885,U0885,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Gud pm Po ma'am/sir.. tanong q.lng Po.. db kung 15days ung pasok mo sa duty. At may Holiday pa..eto Month of April... KC Po 13 days lng Po naipasok q sa duty q. Ang inilagay sa payslip q 9 days lng Po...at ung 4 days na Hinde nla isinama sa payslip q sa. Andon na Po sa may Regular holiday pay q.. Tama Po ba na ung regular holiday pay Ang mag Puno sa 4 days na Hinde isinama sa 9 days na payslip q.. dba bukod ung payment Ng ilang Araw q pasok 13 days + Po ung 3 holiday ngaun April. 1-15 2023,2023-04-26 15:32:00,2023.0,Negative
DOLE,CMT886,U0886,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Pede po ba magkahingi advice ano Tama naming Gawin sa among pinapaalis kami walang kasalanan tapos binibintangan pa kaming Ng Kung ano nalang tapos Wala po kami binifet lahat tapos po mga 4years nakami nagsilbi stay in po kami pero nagbabayad po kami kuryente binabawasan gawa Ng Asawa ko araw2 per bags po Kasi gawa Dito pakyawan Bali Kung Ilan magawa Bali haloblakers po Asawa ko maylaban po ba kami pls pahingi advice po,2023-04-25 16:19:00,2023.0,Positive
DOLE,CMT887,U0887,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Tanong lang po, nag work po ako sa isang BPO sa pampanga nung April 5 po aki nagstart ng work, Work from home po siya, Nung April 19th po, Bigla pong nabulag isang mata ko, nagpacgeck up po ako at binigyan ng mga gamot. Sinabi ko po sa trainer ko yong mga sakit ko at nagsend din ako ng reseta ng gamot sa mata ko. After 6 days po nagulat ako na may meeting po kami sq HR at sinasqbu nila na need ko po mag send ng Fit to work sa next day sa clinic. Kaso po sabi ng clinic sakin need daw po itanong sa HR if okay lang po ba yong fit to work na makuha kahit saang doctor, kasi sabi ng clinic eh sakanila pwede daw pero need itanong sa HR. pero si HR po hindi nqgreply sqkin. Nagulat the next day may meeting kami at sabi terminated na daw po ako. May mali po ba sa process nia?",2023-05-01 07:35:00,2023.0,Negative
DOLE,CMT888,U0888,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Gudpm Po Sana Po mapansin Po Ang message ko Po na ito ,Anu Po Kaya Ang dapat na Gawain ko para makakuha benefits ung asawa ko na nagkasakit na sa pagtratrabaho Ng mga amo nya na Wala man lang benefits tulad Ng SSS, Philhealth at iba pa na benefits para sa isang employe.mahigit sa 3 taon na Ang asawa ko sa hotel na un hanggang ngayon wla man lang kaming ma claim na sss man lang sana nya para sa pagkakasakit nya.baka Naman Po may makatulong Po sakin dito pa tulong Naman po",2023-04-30 22:28:00,2023.0,Negative
DOLE,CMT889,U0889,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,May tanong po sana ako.. pag nagpasa ka po ng resignation letter tas kinabukasan po di kana pumasok.. hindi na po ba ibibigay ng agency ang sahod na natitirang pinasukan?? 45 days na po kasi akong naghihintay ng sahod ko hindi padin binibigay.. march 15 po ako nagpasa ng resignation letter march 16 po hindi na ako pumasok.. tapos po naghintay ako ng 30 days bago po ibigay nila yung natira kong sasahurin.. april 15 po tinanong ko kung binigay po sahod ang sabi po ay.. hindi daw po ibinigay .. tinawagan ko po ang agency ang sabi po 30 pa daw makukuha ko na ang sahod ko.. pero wala padin po.. gang ngayon..nagmakaawa po ako sa coor namin sa mga kasama ko dati na tulungan ako pero ang sabi lang ay contakin ko lang daw ang agency.. 45 days ko na po hinihintay ang sahod ko.. wala padin.. anu po dapat kong gawin?? Pakitulungan naman po ako.. sinanla ko na po cp ko para lang po magkaron ng pera.. kakahintay ko sa sahod ko po.. dahil kailangan din ng papa ko pang gastos nya sa probinsya namin..,2023-04-29 21:08:00,2023.0,Positive
